Facility Name,Address,County,City,Zip,Phone,Fax,Facility ID,Operator,Certificate Number,Number of Beds,Assisted Living Program Beds,Assisted Living Residence (ALR) Beds,Enhanced ALR Beds,Special Needs ALR Beds,Type,Classification,Regional Office,Location
"Hawthorne Ridge, Inc.",30 Community Way,Rensselaer,East Greenbush,12061,(518) 833-1111,(518) 477-2906,AF0649A,"Hawthorne Ridge, Inc.",600-E-114,66,0,66,0,54,AH,NFP,CDRO,"30 Community Way
East Greenbush, NY 12061
(42.615513717000056, -73.69620625699997)"
"The Eliot at Troy, LLC",2902 Upper Tibbits Avenue,Rensselaer,Troy,12180,(518) 273-2040,(518) 273-1542,AF0117C,"The Eliot at Troy, LLC",600-F-252,155,86,0,0,0,AH/ALP,PPHA,CDRO,"2902 Upper Tibbits Avenue
Troy, NY 12180
(42.73053437900006, -73.66349211399995)"
Troy Adult Home,132 Oakwood Avenue,Rensselaer,Troy,12180,(518) 274-5959,(518) 274-5985,AF0128A,Troy Adult Home LLC,600-F-243,33,0,0,0,0,AH,PPHA,CDRO,"132 Oakwood Avenue
Troy, NY 12180
(42.74625454200003, -73.67452269299997)"
New Broadview Home For Adults,70 Father Capodanno Boulevard,Richmond,Staten Island,10305,(718) 273-8900,(718) 720-2415,AF0324C,"The W Group at New Broadview, LLC",610-F-067,200,125,0,0,0,AH/ALP,PPHA,MARO,"70 Father Capodanno Boulevard
Staten Island, NY 10305
(40.594220550000045, -74.06283587699994)"
"Eger Harbor House, Inc.",110 Meisner Avenue,Richmond,Staten Island,10306,(718) 554-8700,(718) 554-8707,AF0625A,"Eger Harbor House, Inc.",610-S-001,75,75,0,0,0,EHP/ALP,NFP,MARO,"110 Meisner Avenue
Staten Island, NY 10306
(40.580343474000074, -74.13135915799995)"
"Mariners Residence, Inc.",2099 Forest Avenue,Richmond,Staten Island,10303,(718) 720-8800,(718) 447-8095,AF0377B,"Mariners Residence, Inc.",610-F-066,270,0,0,0,0,AH,PPHA,MARO,"2099 Forest Avenue
Staten Island, NY 10303
(40.62639943200003, -74.15912595299994)"
Harbor Terrace Adult Home and Assisted Living,110 Henderson Avenue,Richmond,Staten Island,10301,(718) 727-8100,(718) 981-9116,AF0195B,Baywood LLC,610-F-064,363,200,0,0,0,AH/ALP,PPHA,MARO,"110 Henderson Avenue
Staten Island, NY 10301
(40.64056466300008, -74.09598613299994)"
"Lakeside Manor Home for Adults, Inc.",797 Brighton Avenue,Richmond,Staten Island,10301,(718) 720-9600,(718) 816-5356,AF0291A,"Lakeside Manor Home for Adults, Inc.",610-F-037,200,200,0,0,0,AH/ALP,PPHA,MARO,"797 Brighton Avenue
Staten Island, NY 10301
(40.63247284400006, -74.09714586599995)"
The Brielle at Seaview,140 Friendship Lane,Richmond,Staten Island,10314,(917) 281-6810,(929) 256-3034,AF0729A,Seaview Senior Living Housing Development Fund Corporation,610-E-012,188,0,188,188,26,AH,NFP,MARO,"140 Friendship Lane
Staten Island, NY 10314
(40.593743697000036, -74.13147065699997)"
Sunrise of Staten Island,801 Narrows Road,Richmond,Staten Island,10304,(718) 727-8498,(718) 727-8542,AF0877A,"SZR New York LH, Inc.",610-S-003,121,0,121,121,54,EHP,PPHA,MARO,"801 Narrows Road
Staten Island, NY 10304
(40.61098033700006, -74.09513509299995)"
The Pavilion at Pine Valley,661 North Main Street,Rockland,Spring Valley,10977,(845) 426-5600,(845) 356-2781,AF0741A,"TPPV, LLC",620-F-095,56,56,0,0,0,AH/ALP,PPHA,MARO,"661 North Main Street
Spring Valley, NY 10977
(41.136248839000075, -74.03710684299995)"
L'Dor,156 West Clarkstown Road,Rockland,New City,10956,(845) 356-4108,(845) 356-0167,AF0290B,"Markowitz, Elliot",620-F-076,44,0,0,0,0,AH,PPHA,MARO,"156 West Clarkstown Road
New City, NY 10956
(41.13550590400007, -74.02115713599994)"
Garnerville Home,216 Ramapo Road Route 202,Rockland,Garnerville,10923,(845) 241-5284,(718) 504-4296,AF0252B,"Garnerville HFA Operation & Management, LLC",620-F-093,39,0,0,0,0,AH,PPHA,MARO,"216 Ramapo Road Route 202
Garnerville, NY 10923
(41.20010575600003, -73.98638257799996)"
The New Golden Acres SP LLC,11 Prospect Street,Rockland,Spring Valley,10977,(845) 356-2440,(845) 356-4158,AF0253C,The New Goldern Acres SP LLC,620-F-091,79,79,0,0,0,AH/ALP,PPHA,MARO,"11 Prospect Street
Spring Valley, NY 10977
(41.11983399200005, -74.03943575099998)"
Brightview Lake Tappan,31 Hunt Road,Rockland,Orangeburg,10962,(845) 867-2333,(845) 458-8271,AF0768A,"BV Lake Tappan Operator, LLC",620-F-097,85,0,85,85,28,AH,PPHA,MARO,"31 Hunt Road
Orangeburg, NY 10962
(41.04268657000006, -73.98576576699998)"
Sunrise of New City,233 North Main Street,Rockland,New City,10956,(845) 708-7855,(845) 708-7858,AF0802A,"SZR New York LH, Inc.",620-F-089,120,0,120,120,48,AH,PPHA,MARO,"233 North Main Street
New City, NY 10956
(41.15957292100006, -73.98857494499998)"
Rudolf Steiner Fellowship Foundation,241 Hungry Hollow Road,Rockland,Spring Valley,10977,(845) 356-8494,(845) 356-8468,AF0376A,"Rudolf Steiner Fellowship Foundation, Inc.",620-E-013,33,0,0,0,0,AH,NFP,MARO,"241 Hungry Hollow Road
Spring Valley, NY 10977
(41.08607968700005, -74.06451350199995)"
Tappan Zee Manor,51 Mountainview Avenue,Rockland,Nyack,10960,(845) 353-6100,(845) 353-1660,AF0413B,"TZ Manor, LLC",620-F-087,150,0,0,0,0,AH,PPHA,MARO,"51 Mountainview Avenue
Nyack, NY 10960
(41.09686437400006, -73.93635567599995)"
Promenade at Blue Hill,582 Veterans Memorial Drive,Rockland,Pearl River,10965,(845) 735-6846,(845) 735-6855,AF0225B,Promenade Blue Hill LLC,620-F-085,61,0,61,40,30,AH,PPHA,MARO,"582 Veterans Memorial Drive
Pearl River, NY 10965
(41.05042154100005, -74.00650302599996)"
Promenade at Chestnut Ridge,168 Red Schoolhouse Road,Rockland,Chestnut Ridge,10977,(845) 620-0606,(845) 620-9056,AF0394B,"Chestnut Operating Company, LLC",620-F-081,198,45,0,0,0,AH/ALP,PPHA,MARO,"168 Red Schoolhouse Road
Chestnut Ridge, NY 10977
(41.07332515500008, -74.05406642199995)"
"Evergreen Court Home for Adults SP, LLC",65 Lafayette Street,Rockland,Spring Valley,10977,(845) 356-7700,(845) 352-6244,AF0201C,"Evergreen Court Home for Adults SP, LLC",620-F-078,200,200,0,0,0,AH/ALP,PPHA,MARO,"65 Lafayette Street
Spring Valley, NY 10977
(41.11574083600004, -74.03968631699996)"
Spring Valley Rest Home,184 South Pascack Road,Rockland,Nanuet,10954,(845) 623-5040,(845) 623-5004,AF0400A,"Daos, Myrna A.",620-F-071,32,0,0,0,0,AH,PPHA,MARO,"184 South Pascack Road
Nanuet, NY 10954
(41.08988663300005, -74.03462454199996)"
New Monsey Park Home,15 Monsey Boulevard,Rockland,Monsey,10952,(845) 356-3400,(845) 356-3503,AF0330A,"Orzel, Israel",620-F-052,263,0,0,0,0,AH,PPHA,MARO,"15 Monsey Boulevard
Monsey, NY 10952
(41.11421678600004, -74.06162518399998)"
Green Hills Estate,1 South Route 9W,Rockland,Haverstraw,10927,(845) 429-8411,(845) 947-2668,AF0257B,"Green Hills Estate, L.L.C",620-F-038,164,,0,0,0,AH/ALP,PPHA,MARO,"1 South Route 9W
Haverstraw, NY 10927
(41.193229393000024, -73.96716423699996)"
The Springs at Fountainview,2000 Fountainview Drive,Rockland,Monsey,10952,(845) 426-6757,(845) 426-6914,AF0764A,"Fountainview at College Road, Inc.",620-E-021,60,60,0,0,0,EHP/ALP,NFP,MARO,"2000 Fountainview Drive
Monsey, NY 10952
(41.11388328400005, -74.09034147799997)"
Assisted Living at Northern Riverview,89 South Route 9W,Rockland,Haverstraw,10927,(845) 429-4300,(845) 429-6267,AF0198A,"Assisted Living at Northern Riverview, Inc.",620-E-019,105,100,0,0,0,AH/ALP,NFP,MARO,"89 South Route 9W
Haverstraw, NY 10927
(41.18876818600006, -73.96177857299995)"
St. Joseph's Home,125 Sisters Servants Lane P.O. Box 8,Rockland,Sloatsburg,10974,(845) 753-2555,(845) 753-6910,AF0402A,"St. Joseph's Adult Care, Inc.",620-E-016,31,0,0,0,0,AH,NFP,MARO,"125 Sisters Servants Lane P.O. Box 8
Sloatsburg, NY 10974
(41.14706492800008, -74.22710256499994)"
Old Peoples Russian Orthodox Convent,100 Smith Road,Rockland,Nanuet,10954,(845) 356-8250,(845) 371-3717,AF0344A,Russian Orthodox Convent,620-E-010,76,0,0,0,0,AH,NFP,MARO,"100 Smith Road
Nanuet, NY 10954
(41.110425355000075, -74.02300211899995)"
St. Zita's Villa,50 Saddle River Road,Rockland,Monsey,10952,(845) 356-2011,(845) 352-5209,AF0406A,St. Zita's Villa,620-E-017,35,0,0,0,0,AH,NFP,MARO,"50 Saddle River Road
Monsey, NY 10952
(41.11150861700003, -74.07165630599997)"
Home of the Good Shepherd,390 Church Street,Saratoga,Saratoga Springs,12866,(518) 584-3317,(518) 584-4760,AF0603B,Church Aid/ Episcopal,640-E-037,42,0,42,19,42,AH,NFP,CDRO,"390 Church Street
Saratoga Springs, NY 12866
(43.086191652000025, -73.81878162599997)"
Home of  the Good Shepherd at Highpointe,26 Rock Rose Way,Saratoga,Malta,12020,(518) 581-2800,(518) 581-2888,AF0613A,"The Church Aid of the Protestant Episcopal Church in the Town of Saratoga Springs, Inc.",640-E-036,86,0,86,41,16,AH,NFP,CDRO,"26 Rock Rose Way
Malta, NY 12020
(42.98374300800003, -73.79086231099996)"
Ahana House,31 Sixth Street,Saratoga,Waterford,12188,(518) 238-0471,(518) 233-1168,AF0011A,"Support Ministries For Persons with Aids, Inc.",640-E-034,17,0,0,0,0,AH,NFP,CDRO,"31 Sixth Street
Waterford, NY 12188
(42.79317887700006, -73.68048063599997)"
Woodlawn Commons,156 Lawrence Street,Saratoga,Saratoga Springs,12866,(518) 587-4100,(518) 587-1773,AF0138A,"Woodlawn Apartments, Inc.",640-S-001,42,0,42,15,0,EHP,PPHA,CDRO,"156 Lawrence Street
Saratoga Springs, NY 12866
(43.08986994400004, -73.79154390799994)"
Home of the Good Shepherd Moreau,186-200 Bluebird Road,Saratoga,Moreau,12803,(518) 792-1000,(518) 792-1066,AF0708A,"The Church Aid of the Protestant Episcopal Church in the Town of Saratoga Springs, Inc.",640-E-040,72,0,72,72,0,AH,NFP,CDRO,"186-200 Bluebird Road
Moreau, NY 12803
(43.287072728000055, -73.61568974299996)"
Home of the Good Shepherd Wilton,60 Waller Road,Saratoga,Wilton,12831,(518) 580-0702,(518) 580-0709,AF0659A,The Church Aid of the Protestant Episcopal Church,640-E-038,54,0,54,25,0,AH,NFP,CDRO,"60 Waller Road
Wilton, NY 12831
(43.13042640300006, -73.76824102099994)"
Cook Adult Home,1 Prospect Street,Saratoga,Mechanicville,12118,(518) 664-8014,(518) 664-1075,AF0033A,"Saltzman, Leonard",640-F-032,13,0,0,0,0,AH,PPHA,CDRO,"1 Prospect Street
Mechanicville, NY 12118
(42.90112153600006, -73.69591903099996)"
Beacon Pointe Memory Care Community,1 Emma Lane,Saratoga,Clifton Park,12065,(518) 371-2200,(518) 371-5151,AF0029C,"Peregrine Properties of Upstate, LLC",640-F-042,52,0,0,0,0,AH,PPHA,CDRO,"1 Emma Lane
Clifton Park, NY 12065
(42.867093487000034, -73.79576883899995)"
Home of the Good Shepherd Saratoga,394-402 Church Street,Saratoga,Saratoga Springs,12866,(518) 450-7360,(518) 450-7525,AF0738A,"The Church Aid of the Protestant Episcopal Church in the Town of Saratoga Springs, Inc.",640-E-042,105,0,105,57,0,AH,NFP,CDRO,"394-402 Church Street
Saratoga Springs, NY 12866
(43.086978576000035, -73.82152356699999)"
"Kingsway Manor, LLC",357 Kings Road,Schenectady,Schenectady,12304,(518) 393-4304,(518) 393-0749,AF0071B,"Kingsway Manor, LLC",650-F-103,140,0,140,50,20,AH,PPHA,CDRO,"357 Kings Road
Schenectady, NY 12304
(42.77614264500005, -73.91165187199994)"
Ingersoll Place,3359 Consaul Road,Schenectady,Schenectady,12304,(518) 370-4419,(518) 393-9410,AF0663A,"Ingersoll Adult Home, Inc.",650-E-007,78,0,78,8,17,AH,NFP,CDRO,"3359 Consaul Road
Schenectady, NY 12304
(42.77990531100005, -73.88787589299994)"
Brookdale Niskayuna,1786 Union Street,Schenectady,Niskayuna,12309,(518) 346-6935,(518) 381-3945,AF0869A,"WW Niskayuna Operator, Inc.",650-S-071,110,0,110,110,0,EHP,PPHA,CDRO,"1786 Union Street
Niskayuna, NY 12309
(42.80138260600006, -73.89744532299994)"
The Terrace at Glen Eddy,1 Ascot Lane,Schenectady,Niskayuna,12309,(518) 280-8361,(518) 280-8396,AF0126A,Glen Eddy Inc.,650-S-067,53,0,0,0,0,EHP,NFP,CDRO,"1 Ascot Lane
Niskayuna, NY 12309
(42.77641667100005, -73.87838864099996)"
Judson Meadows,39 Swaggertown Road,Schenectady,Glenville,12302,(518) 831-2400,(518) 831-2405,AF0711A,"Baptist Health Enriched Housing Program, Inc.",650-S-009,80,10,70,70,0,EHP/ALP,NFP,CDRO,"39 Swaggertown Road
Glenville, NY 12302
(42.84571489600006, -73.94868658999997)"
Adirondack Manor HFA D.B.A Scotia Mansion,39 Wallace Street,Schenectady,Scotia,12302,(518) 346-6458,(518) 346-3458,AF0002A,"Kane, James E.",650-F-078,49,25,0,0,0,AH/ALP,PPHA,CDRO,"39 Wallace Street
Scotia, NY 12302
(42.83311033800004, -73.96011296199998)"
Heritage Home for Women,1519 Union Street,Schenectady,Schenectady,12309,(518) 374-6921,(518) 370-1873,AF0058A,Heritage Home For Women,650-E-003,36,0,0,0,0,AH,NFP,CDRO,"1519 Union Street
Schenectady, NY 12309
(42.807460356000036, -73.91140077099993)"
Brookdale East Niskayuna,2861 Troy-Schenectady Road,Schenectady,Niskayuna,12309,(518) 782-7381,(518) 782-7382,AF0030A,"Niskayuna Clare Bridge Operator, Inc.",650-F-101,52,0,0,0,0,AH,PPHA,CDRO,"2861 Troy-Schenectady Road
Niskayuna, NY 12309
(42.77894278000008, -73.84301234399999)"
Marchand Manor,"121 Main Street, Route 10",Schoharie,Sharon Springs,13459,(518) 284-2357,(518) 284-2357,AF0076B,"Marchand Manor, LLC",660-F-051,36,36,0,0,0,AH/ALP,PPHA,CDRO,"121 Main Street, Route 10
Sharon Springs, NY 13459
(42.790560576000075, -74.62099924399996)"
The New Falls,117 Schuyler Street,Schuyler,Montour Falls,14865,(607) 535-7165,,AF0566B,The New Falls Home. LLC,670-F-006,111,89,0,0,0,AH/ALP,PPHA,WRO,"117 Schuyler Street
Montour Falls, NY 14865
(42.346359912000025, -76.84969685799996)"
The Bixby Home,8342 North Main Street P.O. Box 419,Seneca,Interlaken,14847,(607) 532-4488,(607) 532-4487,AF0656A,"Deborah Bixby, Richard Bixby",680-F-010,24,0,0,0,0,AH,PPHA,WRO,"8342 North Main Street P.O. Box 419
Interlaken, NY 14847
(42.620021518000044, -76.72497572499998)"
"Canton Enriched Housing Program, Inc.  EHP #1",37 Riverside Drive,St. Lawrence,Canton,13617,(315) 386-8830,(315) 386-2383,AF0020B,"Canton Enriched Housing Program, Inc.",630-S-022,25,0,0,0,0,EHP,NFP,CNYRO,"37 Riverside Drive
Canton, NY 13617
(44.597694700000034, -75.17386059299997)"
"Canton Enriched Housing Program, Inc.  EHP #2",35 Riverside Drive,St. Lawrence,Canton,13617,(315) 386-8830,(315) 386-2383,AF0019B,"Canton Enriched Housing Program, Inc.",630-S-021,18,0,0,0,0,EHP,NFP,CNYRO,"35 Riverside Drive
Canton, NY 13617
(44.59702073700004, -75.17346853399994)"
Claddagh Care (L.B.S.H.) EHP #1,34 Church Street Suite 1,St. Lawrence,Brasher Falls,13613,(315) 389-5149,(315) 389-5560,AF0027A,L.B.S.H. Housing,630-S-016,28,0,0,0,0,EHP,NFP,CNYRO,"34 Church Street Suite 1
Brasher Falls, NY 13613
(44.802705083000035, -74.77267489699994)"
Maplewood Assisted Living,205 State Street Road,St. Lawrence,Canton,13617,(315) 386-4541,(315) 229-1292,AF0673A,"United Helpers Canton Nursing Home, Inc",630-E-008,48,48,0,0,0,AH/ALP,NFP,CNYRO,"205 State Street Road
Canton, NY 13617
(44.61265433300008, -75.16165156199997)"
Maryville Home For Adults,7678 County Road 70,Steuben,Avoca,14809,(607) 566-2368,(607) 566-2368,AF0533A,Suzanne Coddington  Hubert Coddington,690-F-024,14,0,0,0,0,AH,PPHA,WRO,"7678 County Road 70
Avoca, NY 14809
(42.37280160800003, -77.50792137999997)"
Brookdale Painted Post,120 Creekside Drive,Steuben,Painted Post,14870,(607) 962-5096,(607) 937-3130,AF0506C,"Painted Post, LLC",690-F-044,110,0,0,0,0,AH,PPHA,WRO,"120 Creekside Drive
Painted Post, NY 14870
(42.143193679000035, -77.12353886899996)"
Country Valley Home,5946 County Route 11,Steuben,Bath,14810,(607) 776-5730,(607) 776-5730,AF0479A,"Tetor Enterprises, Ltd.",690-F-039,19,0,0,0,0,AH,PPHA,WRO,"5946 County Route 11
Bath, NY 14810
(42.289005719000045, -77.29316265499995)"
Cohocton Valley Home for Adults,64 South Main Street,Steuben,Avoca,14809,(607) 566-2543,,AF0475A,Cohocton Valley Home for Adults LLC,690-F-031,10,0,0,0,0,AH,PPHA,WRO,"64 South Main Street
Avoca, NY 14809
(42.40614939400007, -77.42084616099999)"
Sue's Rest,396 Canisteo Street,Steuben,Hornell,14843,(607) 324-3222,(607) 324-3222,AF0560A,Suzanne Coddington  Hubert Coddington,690-F-019,14,0,0,0,0,AH,PPHA,WRO,"396 Canisteo Street
Hornell, NY 14843
(42.31506354800007, -77.66047094599998)"
Pinecrest Home For Adults,7 Charlesworth Avenue,Steuben,Avoca,14809,(607) 566-2252,(607) 566-2253,AF0543A,Pinecrest HFA,690-E-001,17,0,0,0,0,AH,NFP,WRO,"7 Charlesworth Avenue
Avoca, NY 14809
(42.410411864000025, -77.41833381999999)"
Updyke's Willow Ridge Quality Care Facility,131 Hornell Street,Steuben,Hornell,14843,(607) 324-5417,(607) 324-1913,AF0571A,"Updyke, Josephine",690-F-035,40,0,0,0,0,AH,PPHA,WRO,"131 Hornell Street
Hornell, NY 14843
(42.33258555300006, -77.66569624199997)"
Brandywine Senior Living at Huntington Terrace,70 Pinelawn Road,Suffolk,Melville,11747,(631) 531-0000,(631) 531-0003,AF0589B,Brandywine Senior Living at Huntington Terrace LLC,700-S-299,110,0,110,110,0,EHP,PPHA,MARO,"70 Pinelawn Road
Melville, NY 11747
(40.77983345600006, -73.40598771599997)"
The Villa at Westhampton,68 Old Country Road,Suffolk,Westhampton,11977,(631) 240-8100,(631) 240-8190,AF0752A,"Westhampton Senior Living, Inc.",700-F-939,100,0,100,100,24,AH,PPHA,MARO,"68 Old Country Road
Westhampton, NY 11977
(40.82637971200006, -72.67651924099994)"
Sunrise of West Babylon,580 Montauk Highway,Suffolk,West Babylon,11704,(631) 422-8500,(631) 422-8700,AF0848B,"GWC - West Babylon, Inc.",700-F-924,110,0,110,110,28,AH,PPHA,MARO,"580 Montauk Highway
West Babylon, NY 11704
(40.68726344500004, -73.34190666799998)"
Sunrise of Holbrook,320 Patchogue-Holbrook Road,Suffolk,Holbrook,11741,(631) 289-8400,(631) 289-8484,AF0820B,"GWC - Holbrook, Inc.",700-F-925,109,0,109,109,25,AH,PPHA,MARO,"320 Patchogue-Holbrook Road
Holbrook, NY 11741
(40.785253271000045, -73.04235115499995)"
Sunrise of East Setauket,1 Sunrise Drive,Suffolk,East Setauket,11733,(631) 941-4455,(631) 941-4455,AF0812B,"GWC - East Setauket, Inc.",700-F-926,109,0,109,109,40,AH,PPHA,MARO,"1 Sunrise Drive
East Setauket, NY 11733
(40.93510735600006, -73.11086777999998)"
Sunrise of Dix Hills,337 Deer Park Avenue,Suffolk,Dix Hills,11746,(631) 385-1733,(631) 385-1754,AF0840B,"GWC - Dix Hills, Inc.",700-F-923,114,0,114,114,34,AH,PPHA,MARO,"337 Deer Park Avenue
Dix Hills, NY 11746
(40.81618716300005, -73.34265670699995)"
Sunrise of Smithtown,"30 Hauppauge, Route 111",Suffolk,Smithtown,11787,(631) 724-2299,(631) 724-2922,AF0860A,"SZR New York LH, Inc.",700-F-927,104,0,104,104,43,AH,PPHA,MARO,"30 Hauppauge, Route 111
Smithtown, NY 11787
(40.85383305100004, -73.18762433699999)"
Atria East Northport,10 Cheshire Place,Suffolk,East Northport,11731,(631) 757-8000,(631) 757-8010,AF0390C,"ATR New York LH, Inc.",700-F-929,200,0,0,0,0,AH,PPHA,MARO,"10 Cheshire Place
East Northport, NY 11731
(40.87528048900003, -73.32267742799996)"
Atria Huntington,165 Beverly Road,Suffolk,Huntington,11746,(631) 549-3533,(631) 547-0439,AF0389B,"ATR New York LH, Inc.",700-F-931,198,0,0,0,0,AH,PPHA,MARO,"165 Beverly Road
Huntington, NY 11746
(40.83013069500004, -73.38045333399998)"
Atria South Setauket,4089 Nesconset Highway,Suffolk,Centereach,11720,(631) 473-8000,(631) 473-0384,AF0392C,"ATR New York LH, Inc.",700-F-933,200,0,0,0,0,AH,PPHA,MARO,"4089 Nesconset Highway
Centereach, NY 11720
(40.90434515700008, -73.07238336699999)"
Sachem Adult Home,1298 Coates Avenue,Suffolk,Holbrook,11741,(631) 588-4554,(631) 588-4578,AF0378B,Sachem Adult Home and ALP LLC,700-F-935,46,26,0,0,0,AH/ALP,PPHA,MARO,"1298 Coates Avenue
Holbrook, NY 11741
(40.79777259600007, -73.08019602799999)"
South Bay Adult Home,"33 Cottontail Run, Box 601",Suffolk,Center Moriches,11934,(631) 878-0758,(631) 878-0776,AF0396B,South Bay Adult Home and ALP LLC,700-F-937,39,24,0,0,0,AH/ALP,PPHA,MARO,"33 Cottontail Run, Box 601
Center Moriches, NY 11934
(40.78918410400007, -72.81339815099994)"
Village Walk A Carlisle Assisted Living Community,131 East Main Street,Suffolk,Patchogue,11772,(631) 503-9000,(631) 317-4870,AF0759A,"Carlisle Patchogue Operator, Inc",700-F-941,146,0,146,146,46,AH,PPHA,MARO,"131 East Main Street
Patchogue, NY 11772
(40.76584525700008, -73.01207367999996)"
Birchwood Suites,423 Clay Pitts Road,Suffolk,East Northport,11731,(631) 368-5252,(631) 368-3128,AF0208C,"Birchwood Suites Operator, LLC",700-F-943,95,0,95,78,17,AH,PPHA,MARO,"423 Clay Pitts Road
East Northport, NY 11731
(40.86840022100006, -73.29968447099998)"
Amber Court  of Smithtown,130-132 Lake Avenue,Suffolk,Nesconset,11767,(631) 768-1000,,AF0760A,Amber Court @ Suffolk County LLC,700-F-945,186,159,0,0,0,AH/ALP,PPHA,MARO,"130-132 Lake Avenue
Nesconset, NY 11767
(40.867875421000065, -73.15496616799999)"
Whisper Woods of Smithtown,71 St. Johnland Road,Suffolk,Smithtown,11787,(631) 320-3181,(631) 780-5296,AF0765A,"BSL Smithtown Operations, Inc.",700-F-957,136,0,136,136,38,AH,PPHA,MARO,"71 St. Johnland Road
Smithtown, NY 11787
(40.86803581600003, -73.22001503699994)"
Dominican Village Enriched Housing Program 1,565-567 Albany Avenue,Suffolk,Amityville,11701,(631) 842-6091,(631) 842-6131,AF0237A,Dominican Village EHP,700-S-287,66,0,66,66,0,EHP,NFP,MARO,"565-567 Albany Avenue
Amityville, NY 11701
(40.706054351000034, -73.40369625899996)"
Gurwin Jewish Fay J. Lindner Residence,50 Hauppauge Road,Suffolk,Commack,11725,(631) 715-8500,(631) 715-8580,AF0260A,"Gurwin Jewish - Fay J. Lindner Residences, Inc.",700-S-289,200,0,200,59,0,EHP,NFP,MARO,"50 Hauppauge Road
Commack, NY 11725
(40.82841838300004, -73.29773493399995)"
Braemar Living at Medford,1529 North Ocean Avenue,Suffolk,Medford,11763,(631) 289-0600,(631) 682-0622,AF0660A,Medford Hamlet LLC,700-F-921,200,200,0,0,0,AH/ALP,PPHA,MARO,"1529 North Ocean Avenue
Medford, NY 11763
(40.810562305000076, -73.01964979999997)"
"The Shores at Peconic Landing Assisted Living Residence, Inc.",1600 Brecknock Road,Suffolk,Greenport,11944,(631) 477-3800,(631) 477-0061,AF0601B,"The Shores at Peconic Landing Assisted Living Residence, Inc.",700-S-298,47,0,47,20,16,EHP,PPHA,MARO,"1600 Brecknock Road
Greenport, NY 11944
(41.12119461000003, -72.36333131099997)"
Woodhaven Home for Adults,1350 Route 112,Suffolk,Port Jefferson Sta.,11776,(631) 473-3304,(631) 473-0048,AF0440B,"Woodhaven A.H., LLC",700-F-905,181,175,0,0,0,AH/ALP,PPHA,MARO,"1350 Route 112
Port Jefferson Sta., NY 11776
(40.91658428800008, -73.03566323599995)"
The Bristal at East Northport,760 Larkfield Road,Suffolk,East Northport,11731,(631) 858-0100,(631) 580-6421,AF0682A,"Engel Burman Sr. Housing at East Northport, LLC",700-S-303,166,0,166,17,32,EHP,PPHA,MARO,"760 Larkfield Road
East Northport, NY 11731
(40.838337713000044, -73.31280313199994)"
Atria Bay Shore,53 Ocean Ave.,Suffolk,Bay Shore,11706,(631) 206-1200,(631) 206-1300,AF0359C,"ATR New York LH, Inc.",700-S-305,116,0,0,0,0,EHP,PPHA,MARO,"53 Ocean Ave.
Bay Shore, NY 11706
(40.716900499000076, -73.24687295999996)"
The Bristal at Holtsville,5535 Expressway Drive North,Suffolk,Holtsville,11742,(631) 732-2300,(631) 828-3601,AF0740A,EB Care at Farmingville LLC,700-S-309,166,0,166,50,40,EHP,PPHA,MARO,"5535 Expressway Drive North
Holtsville, NY 11742
(40.82361677200004, -73.02524921899999)"
The Bristal at Lake Grove,2995 Middle Country Road,Suffolk,Lake Grove,11755,(631) 676-7580,(631) 676-7581,AF0718B,Lake Grove Senior Care LLC,700-S-311,155,0,155,75,64,EHP,PPHA,MARO,"2995 Middle Country Road
Lake Grove, NY 11755
(40.86095631200004, -73.11812389599999)"
The Vincent Bove Center at Jefferson Ferry,One Jefferson Ferry Drive,Suffolk,South Setauket,11720,(631) 650-2600,(631) 650-2620,AF0424A,"Active Retirement Community, Inc.",700-S-291,87,0,87,87,0,EHP,NFP,MARO,"One Jefferson Ferry Drive
South Setauket, NY 11720
(40.898479569000074, -73.07793200999998)"
The Bristal at Sayville,129 Lakeland Avenue,Suffolk,Sayville,11782,(631) 563-1160,(631) 563-1161,AF0717A,Sayville Senior Care LLC,700-F-302,155,0,155,61,51,AH,PPHA,MARO,"129 Lakeland Avenue
Sayville, NY 11782
(40.744674658000065, -73.08761015099998)"
McPeak's Adult Home,286 North Ocean Avenue,Suffolk,Patchogue,11772,(631) 475-0445,(631) 475-5534,AF0308A,"McPeak's Adult Home, Inc.",700-F-051,51,0,0,0,0,AH,PPHA,MARO,"286 North Ocean Avenue
Patchogue, NY 11772
(40.773545099000046, -73.01529511999996)"
Echo Arms Adult Home,204 Patchogue Road,Suffolk,Port Jefferson Stat.,11776,(631) 473-0166,(631) 473-6803,AF0241A,"Katz, Harry",700-F-020,49,0,0,0,0,AH,PPHA,MARO,"204 Patchogue Road
Port Jefferson Stat., NY 11776
(40.93145601300006, -73.05272483899995)"
Brentwood Adult Home,147 Second Avenue,Suffolk,Brentwood,11717,(631) 273-7204,(631) 951-9161,AF0210A,"Halpert, Sarah",700-F-013,30,0,0,0,0,AH,PPHA,MARO,"147 Second Avenue
Brentwood, NY 11717
(40.77847133300003, -73.23234594299998)"
Missionary Sisters of St. Benedict,350 Cuba Hill Road,Suffolk,Huntington,11743,(631) 368-9528,(631) 266-1015,AF0315A,Missionary Sisters Of St. Benedict,700-E-054,60,0,0,0,0,AH,NFP,MARO,"350 Cuba Hill Road
Huntington, NY 11743
(40.84623864800005, -73.33605278499994)"
